timestamp,percent_usage
2026-07-30T12:07:10.375979,0.00
2026-07-30T12:07:11.376542,0.00
2026-07-30T12:07:12.377106,0.00
2026-07-30T12:07:13.377667,0.00
2026-07-30T12:07:14.378167,0.00
2026-07-30T12:07:15.378758,0.00
2026-07-30T12:07:16.379390,0.00
2026-07-30T12:07:17.379959,0.00
2026-07-30T12:07:18.380524,0.00
2026-07-30T12:07:19.380961,0.00
2026-07-30T12:07:20.381500,0.00
2026-07-30T12:07:21.382058,0.00
2026-07-30T12:07:22.382571,0.00
2026-07-30T12:07:23.383129,0.00
2026-07-30T12:07:24.383731,0.00
2026-07-30T12:07:25.384250,0.00
2026-07-30T12:07:26.384773,0.00
2026-07-30T12:07:27.385321,0.00
2026-07-30T12:07:28.385799,0.00
2026-07-30T12:07:29.386248,0.00
2026-07-30T12:07:30.386783,0.00
2026-07-30T12:07:31.387284,0.00
2026-07-30T12:07:32.387772,0.00
2026-07-30T12:07:33.388305,0.00
2026-07-30T12:07:34.388842,0.00
2026-07-30T12:07:35.389371,0.00
2026-07-30T12:07:36.389738,0.00
2026-07-30T12:07:37.390215,0.00
2026-07-30T12:07:38.390604,0.00
2026-07-30T12:07:39.391144,0.00
2026-07-30T12:07:40.391669,0.00
2026-07-30T12:07:41.392156,0.00
2026-07-30T12:07:42.392733,0.00
2026-07-30T12:07:43.393127,0.00
2026-07-30T12:07:44.393639,0.00
2026-07-30T12:07:45.394045,0.00
2026-07-30T12:07:46.394555,0.00
2026-07-30T12:07:47.395068,0.00
2026-07-30T12:07:48.395609,0.00
2026-07-30T12:07:49.396083,0.00
2026-07-30T12:07:50.396584,0.00
2026-07-30T12:07:51.397121,0.00
2026-07-30T12:07:52.397714,0.00
2026-07-30T12:07:53.398260,0.00
2026-07-30T12:07:54.398767,0.00
2026-07-30T12:07:55.399281,0.00
2026-07-30T12:07:56.399828,0.00
2026-07-30T12:07:57.400339,0.00
2026-07-30T12:07:58.400889,0.00
2026-07-30T12:07:59.401447,0.00
2026-07-30T12:08:00.401974,0.00
2026-07-30T12:08:01.402482,0.00
2026-07-30T12:08:02.403035,0.00
2026-07-30T12:08:03.403422,0.00
2026-07-30T12:08:04.403926,0.00
2026-07-30T12:08:05.404437,0.00
2026-07-30T12:08:06.404709,0.00
2026-07-30T12:08:07.405181,0.00
2026-07-30T12:08:08.405734,0.00
2026-07-30T12:08:09.406299,0.00
2026-07-30T12:08:10.406825,0.00
2026-07-30T12:08:11.407351,0.00
2026-07-30T12:08:12.407775,0.00
2026-07-30T12:08:13.408322,0.00
2026-07-30T12:08:14.408791,0.00
2026-07-30T12:08:15.409230,0.00
2026-07-30T12:08:16.409555,0.00
2026-07-30T12:08:17.410085,0.00
2026-07-30T12:08:18.410452,0.00
2026-07-30T12:08:19.410823,0.00
2026-07-30T12:08:20.411317,0.00
2026-07-30T12:08:21.411762,0.00
2026-07-30T12:08:22.412175,0.00
2026-07-30T12:08:23.412611,0.00
2026-07-30T12:08:24.413028,0.00
2026-07-30T12:08:25.413491,0.00
2026-07-30T12:08:26.413817,0.00
2026-07-30T12:08:27.414242,0.00
2026-07-30T12:08:28.414654,0.00
2026-07-30T12:08:29.415046,0.00
2026-07-30T12:08:30.415550,0.00
2026-07-30T12:08:31.415973,0.00
2026-07-30T12:08:32.416477,0.00
2026-07-30T12:08:33.416828,0.00
2026-07-30T12:08:34.417395,0.00
2026-07-30T12:08:35.417957,0.00
2026-07-30T12:08:36.418463,0.00
2026-07-30T12:08:37.418751,0.00
2026-07-30T12:08:38.419235,0.00
2026-07-30T12:08:39.419679,0.00
2026-07-30T12:08:40.420181,0.00
2026-07-30T12:08:41.420610,0.00
2026-07-30T12:08:42.420996,0.00
2026-07-30T12:08:43.421440,0.00
2026-07-30T12:08:44.422005,0.00
2026-07-30T12:08:45.422567,0.00
2026-07-30T12:08:46.422950,0.00
2026-07-30T12:08:47.423504,0.00
2026-07-30T12:08:48.423943,0.00
2026-07-30T12:08:49.424512,0.00
2026-07-30T12:08:50.425023,0.00
2026-07-30T12:08:51.425566,0.00
2026-07-30T12:08:52.426102,0.00
2026-07-30T12:08:53.426654,0.00
2026-07-30T12:08:54.427280,0.00
2026-07-30T12:08:55.427838,0.00
2026-07-30T12:08:56.428375,0.00
2026-07-30T12:08:57.428968,0.00
2026-07-30T12:08:58.429531,0.00
2026-07-30T12:08:59.430018,0.00
2026-07-30T12:09:00.430557,0.00
2026-07-30T12:09:01.431143,0.00
2026-07-30T12:09:02.431613,0.00
2026-07-30T12:09:03.432030,0.00
2026-07-30T12:09:04.432493,0.00
2026-07-30T12:09:05.432880,0.00
2026-07-30T12:09:06.433371,0.00
2026-07-30T12:09:07.433940,0.00
2026-07-30T12:09:08.434543,0.00
2026-07-30T12:09:09.434974,0.00
2026-07-30T12:09:10.435416,0.00
2026-07-30T12:09:11.435832,0.00
2026-07-30T12:09:12.436403,0.00
2026-07-30T12:09:13.436830,0.00
2026-07-30T12:09:14.437263,0.00
2026-07-30T12:09:15.437730,0.00
2026-07-30T12:09:16.438239,0.00
2026-07-30T12:09:17.438647,0.00
2026-07-30T12:09:18.439121,0.00
2026-07-30T12:09:19.439686,0.00
2026-07-30T12:09:20.440309,0.00
2026-07-30T12:09:21.440765,0.00
2026-07-30T12:09:22.441351,0.00
2026-07-30T12:09:23.441760,0.00
2026-07-30T12:09:24.442361,0.00
2026-07-30T12:09:25.442785,0.00
2026-07-30T12:09:26.443374,0.00
2026-07-30T12:09:27.443946,0.00
2026-07-30T12:09:28.444482,0.00
2026-07-30T12:09:29.444748,0.00
2026-07-30T12:09:30.445228,0.00
2026-07-30T12:09:31.445624,0.00
2026-07-30T12:09:32.446188,0.00
2026-07-30T12:09:33.446824,0.00
2026-07-30T12:09:34.447343,0.00
2026-07-30T12:09:35.447931,0.00
2026-07-30T12:09:36.448311,0.00
2026-07-30T12:09:37.448817,0.00
2026-07-30T12:09:38.449417,0.00
2026-07-30T12:09:39.449969,0.00
2026-07-30T12:09:40.450491,0.00
2026-07-30T12:09:41.450806,0.00
2026-07-30T12:09:42.451331,0.00
2026-07-30T12:09:43.451905,0.00
2026-07-30T12:09:44.452501,0.00
2026-07-30T12:09:45.453009,0.00
2026-07-30T12:09:46.453476,0.00
2026-07-30T12:09:47.454029,0.00
2026-07-30T12:09:48.454588,0.00
2026-07-30T12:09:49.455088,0.00
2026-07-30T12:09:50.455613,0.00
2026-07-30T12:09:51.456003,0.00
2026-07-30T12:09:52.456515,0.00
2026-07-30T12:09:53.456936,0.00
2026-07-30T12:09:54.457478,0.00
2026-07-30T12:09:55.457980,0.00
2026-07-30T12:09:56.458488,0.00
2026-07-30T12:09:57.458871,0.00
2026-07-30T12:09:58.459341,0.00
2026-07-30T12:09:59.459719,0.00
2026-07-30T12:10:00.460110,0.00
2026-07-30T12:10:01.460581,0.00
2026-07-30T12:10:02.461109,0.00
2026-07-30T12:10:03.461539,0.00
2026-07-30T12:10:04.462101,0.00
2026-07-30T12:10:05.462634,0.00
2026-07-30T12:10:06.463187,0.00
2026-07-30T12:10:07.463787,0.00
2026-07-30T12:10:08.464331,0.00
2026-07-30T12:10:09.464719,0.00
2026-07-30T12:10:10.465242,0.00
2026-07-30T12:10:11.465470,0.00
2026-07-30T12:10:12.466003,0.00
2026-07-30T12:10:13.466553,0.00
2026-07-30T12:10:14.467078,0.00
2026-07-30T12:10:15.467442,0.00
2026-07-30T12:10:16.467870,0.00
2026-07-30T12:10:17.468466,0.00
2026-07-30T12:10:18.468900,0.00
2026-07-30T12:10:19.469437,0.00
2026-07-30T12:10:20.469926,0.00
2026-07-30T12:10:21.470442,0.00
2026-07-30T12:10:22.471021,0.00
2026-07-30T12:10:23.471658,0.00
2026-07-30T12:10:24.472240,0.00
2026-07-30T12:10:25.472650,0.00
2026-07-30T12:10:26.473012,0.00
2026-07-30T12:10:27.473617,0.00
2026-07-30T12:10:28.474238,0.00
2026-07-30T12:10:29.474654,0.00
2026-07-30T12:10:30.475238,0.00
2026-07-30T12:10:31.475788,0.00
2026-07-30T12:10:32.476153,0.00
2026-07-30T12:10:33.476601,0.00
2026-07-30T12:10:34.477082,0.00
2026-07-30T12:10:35.477626,0.00
2026-07-30T12:10:36.478243,0.00
2026-07-30T12:10:37.478753,0.00
2026-07-30T12:10:38.479285,0.00
2026-07-30T12:10:39.479686,0.00
2026-07-30T12:10:40.480124,0.00
2026-07-30T12:10:41.480639,0.00
2026-07-30T12:10:42.481091,0.00
2026-07-30T12:10:43.481587,0.00
2026-07-30T12:10:44.482159,0.00
2026-07-30T12:10:45.482641,0.00
2026-07-30T12:10:46.483126,0.00
2026-07-30T12:10:47.483751,0.00
2026-07-30T12:10:48.484363,0.00
2026-07-30T12:10:49.484790,0.00
2026-07-30T12:10:50.485297,0.00
2026-07-30T12:10:51.485753,0.00
2026-07-30T12:10:52.486261,0.00
2026-07-30T12:10:53.486727,0.00
2026-07-30T12:10:54.487345,0.00
2026-07-30T12:10:55.487850,0.00
2026-07-30T12:10:56.488532,0.00
2026-07-30T12:10:57.489151,0.00
2026-07-30T12:10:58.489671,0.00
2026-07-30T12:10:59.490257,0.00
2026-07-30T12:11:00.490786,0.00
2026-07-30T12:11:01.491344,0.00
2026-07-30T12:11:02.491915,0.00
2026-07-30T12:11:03.492500,0.00
2026-07-30T12:11:04.492986,0.00
2026-07-30T12:11:05.493615,0.00
2026-07-30T12:11:06.493993,0.00
2026-07-30T12:11:07.494502,0.00
2026-07-30T12:11:08.495044,0.00
2026-07-30T12:11:09.495599,0.00
2026-07-30T12:11:10.496158,0.00
2026-07-30T12:11:11.496580,0.00
2026-07-30T12:11:12.497126,0.00
2026-07-30T12:11:13.497423,0.00
2026-07-30T12:11:14.497919,0.00
2026-07-30T12:11:15.498504,0.00
2026-07-30T12:11:16.499039,0.00
2026-07-30T12:11:17.499613,0.00
2026-07-30T12:11:18.500109,0.00
2026-07-30T12:11:19.500631,0.00
2026-07-30T12:11:20.501133,0.00
2026-07-30T12:11:21.501691,0.00
2026-07-30T12:11:22.502303,0.00
2026-07-30T12:11:23.502837,0.00
2026-07-30T12:11:24.503274,0.00
2026-07-30T12:11:25.503524,0.00
2026-07-30T12:11:26.503881,0.00
2026-07-30T12:11:27.504440,0.00
2026-07-30T12:11:28.504944,0.00
2026-07-30T12:11:29.505488,0.00
2026-07-30T12:11:30.506021,0.00
2026-07-30T12:11:31.506579,0.00
2026-07-30T12:11:32.507111,0.00
2026-07-30T12:11:33.507552,0.00
2026-07-30T12:11:34.508115,0.00
2026-07-30T12:11:35.508576,0.00
2026-07-30T12:11:36.508958,0.00
2026-07-30T12:11:37.509476,0.00
2026-07-30T12:11:38.509910,0.00
2026-07-30T12:11:39.510471,0.00
2026-07-30T12:11:40.510878,0.00
2026-07-30T12:11:41.511387,0.00
2026-07-30T12:11:42.511823,0.00
2026-07-30T12:11:43.512365,0.00
2026-07-30T12:11:44.512792,0.00
2026-07-30T12:11:45.513366,0.00
2026-07-30T12:11:46.513788,0.00
2026-07-30T12:11:47.514323,0.00
2026-07-30T12:11:48.514899,0.00
2026-07-30T12:11:49.515470,0.00
2026-07-30T12:11:50.515920,0.00
2026-07-30T12:11:51.516429,0.00
2026-07-30T12:11:52.516939,0.00
2026-07-30T12:11:53.517404,0.00
2026-07-30T12:11:54.517936,0.00
2026-07-30T12:11:55.518419,0.00
2026-07-30T12:11:56.518892,0.00
2026-07-30T12:11:57.519473,0.00
2026-07-30T12:11:58.519967,0.00
2026-07-30T12:11:59.520472,0.00
2026-07-30T12:12:00.521002,0.00
2026-07-30T12:12:01.521554,0.00
2026-07-30T12:12:02.522144,0.00
2026-07-30T12:12:03.522794,0.00
2026-07-30T12:12:04.523396,0.00
2026-07-30T12:12:05.523806,0.00
2026-07-30T12:12:06.524387,0.00
2026-07-30T12:12:07.524729,0.00
2026-07-30T12:12:08.525236,0.00
2026-07-30T12:12:09.525836,0.00
2026-07-30T12:12:10.526423,0.00
2026-07-30T12:12:11.527003,0.00
2026-07-30T12:12:12.527531,0.00
2026-07-30T12:12:13.528025,0.00
2026-07-30T12:12:14.528514,0.00
2026-07-30T12:12:15.529031,0.00
2026-07-30T12:12:16.529590,0.00
2026-07-30T12:12:17.530156,0.00
2026-07-30T12:12:18.530862,0.00
2026-07-30T12:12:19.531495,0.00
2026-07-30T12:12:20.532116,0.00
2026-07-30T12:12:21.532742,0.00
2026-07-30T12:12:22.533358,0.00
2026-07-30T12:12:23.533914,0.00
2026-07-30T12:12:24.534457,0.00
2026-07-30T12:12:25.534982,0.00
2026-07-30T12:12:26.535508,0.00
2026-07-30T12:12:27.535934,0.00
2026-07-30T12:12:28.536472,0.00
2026-07-30T12:12:29.537014,0.00
2026-07-30T12:12:30.537549,0.00
2026-07-30T12:12:31.538107,0.00
2026-07-30T12:12:32.538654,0.00
2026-07-30T12:12:33.539047,0.00
2026-07-30T12:12:34.539521,0.00
2026-07-30T12:12:35.540068,0.00
2026-07-30T12:12:36.540618,0.00
2026-07-30T12:12:37.541170,0.00
2026-07-30T12:12:38.541707,0.00
2026-07-30T12:12:39.542244,0.00
2026-07-30T12:12:40.542798,0.00
2026-07-30T12:12:41.543409,0.00
2026-07-30T12:12:42.543996,0.00
2026-07-30T12:12:43.544529,0.00
2026-07-30T12:12:44.545094,0.00
2026-07-30T12:12:45.545637,0.00
2026-07-30T12:12:46.546227,0.00
2026-07-30T12:12:47.546729,0.00
2026-07-30T12:12:48.547296,0.00
2026-07-30T12:12:49.547855,0.00
2026-07-30T12:12:50.548399,0.00
2026-07-30T12:12:51.549163,0.00
2026-07-30T12:12:52.549787,0.00
2026-07-30T12:12:53.550376,0.00
2026-07-30T12:12:54.550923,0.00
2026-07-30T12:12:55.551427,0.00
2026-07-30T12:12:56.551978,0.00
2026-07-30T12:12:57.552521,0.00
2026-07-30T12:12:58.553083,0.00
2026-07-30T12:12:59.553652,0.00
2026-07-30T12:13:00.554105,0.00
2026-07-30T12:13:01.554693,0.00
2026-07-30T12:13:02.555298,0.00
2026-07-30T12:13:03.555693,0.00
2026-07-30T12:13:04.556113,0.00
2026-07-30T12:13:05.556659,0.00
2026-07-30T12:13:06.557158,0.00
2026-07-30T12:13:07.557692,0.00
2026-07-30T12:13:08.558242,0.00
2026-07-30T12:13:09.558776,0.00
2026-07-30T12:13:10.559169,0.00
2026-07-30T12:13:11.559665,0.00
2026-07-30T12:13:12.560155,0.00
2026-07-30T12:13:13.560563,0.00
2026-07-30T12:13:14.560958,0.00
2026-07-30T12:13:15.561518,0.00
2026-07-30T12:13:16.562051,0.00
2026-07-30T12:13:17.562629,0.00
2026-07-30T12:13:18.563222,0.00
2026-07-30T12:13:19.563704,0.00
2026-07-30T12:13:20.564230,0.00
2026-07-30T12:13:21.564775,0.00
2026-07-30T12:13:22.565405,0.00
2026-07-30T12:13:23.565824,0.00
2026-07-30T12:13:24.566408,0.00
2026-07-30T12:13:25.566968,0.00
2026-07-30T12:13:26.567549,0.00
2026-07-30T12:13:27.568050,0.00
2026-07-30T12:13:28.568584,0.00
2026-07-30T12:13:29.569149,0.00
2026-07-30T12:13:30.569736,0.00
2026-07-30T12:13:31.570321,0.00
2026-07-30T12:13:32.570676,0.00
2026-07-30T12:13:33.571039,0.00
2026-07-30T12:13:34.571520,0.00
2026-07-30T12:13:35.572071,0.00
2026-07-30T12:13:36.572604,0.00
2026-07-30T12:13:37.573128,0.00
2026-07-30T12:13:38.573648,0.00
2026-07-30T12:13:39.574114,0.00
2026-07-30T12:13:40.574657,0.00
2026-07-30T12:13:41.575251,0.00
2026-07-30T12:13:42.575741,0.00
2026-07-30T12:13:43.576339,0.00
2026-07-30T12:13:44.576903,0.00
2026-07-30T12:13:45.577467,0.00
2026-07-30T12:13:46.577897,0.00
2026-07-30T12:13:47.578290,0.00
2026-07-30T12:13:48.578697,0.00
2026-07-30T12:13:49.579303,0.00
2026-07-30T12:13:50.579889,0.00
2026-07-30T12:13:51.580495,0.00
2026-07-30T12:13:52.581082,0.00
2026-07-30T12:13:53.581665,0.00
2026-07-30T12:13:54.582226,0.00
2026-07-30T12:13:55.582803,0.00
2026-07-30T12:13:56.583403,0.00
2026-07-30T12:13:57.583946,0.00
2026-07-30T12:13:58.584471,0.00
2026-07-30T12:13:59.584949,0.00
2026-07-30T12:14:00.585498,0.00
2026-07-30T12:14:01.586084,0.00
2026-07-30T12:14:02.586574,0.00
2026-07-30T12:14:03.587141,0.00
2026-07-30T12:14:04.587691,0.00
2026-07-30T12:14:05.588300,0.00
2026-07-30T12:14:06.588884,0.00
2026-07-30T12:14:07.589495,0.00
2026-07-30T12:14:08.590043,0.00
2026-07-30T12:14:09.590611,0.00
2026-07-30T12:14:10.591250,0.00
2026-07-30T12:14:11.591859,0.00
2026-07-30T12:14:12.592463,0.00
2026-07-30T12:14:13.592897,0.00
2026-07-30T12:14:14.593482,0.00
2026-07-30T12:14:15.594043,0.00
2026-07-30T12:14:16.594584,0.00
2026-07-30T12:14:17.594976,0.00
2026-07-30T12:14:18.595513,0.00
2026-07-30T12:14:19.596033,0.00
2026-07-30T12:14:20.596567,0.00
2026-07-30T12:14:21.597100,0.00
2026-07-30T12:14:22.597657,0.00
2026-07-30T12:14:23.598224,0.00
2026-07-30T12:14:24.598763,0.00
2026-07-30T12:14:25.599351,0.00
2026-07-30T12:14:26.599897,0.00
2026-07-30T12:14:27.600415,0.00
2026-07-30T12:14:28.600965,0.00
2026-07-30T12:14:29.601505,0.00
2026-07-30T12:14:30.602053,0.00
2026-07-30T12:14:31.602608,0.00
2026-07-30T12:14:32.603171,0.00
2026-07-30T12:14:33.603468,0.00
2026-07-30T12:14:34.603903,0.00
2026-07-30T12:14:35.604453,0.00
2026-07-30T12:14:36.604879,0.00
2026-07-30T12:14:37.605449,0.00
2026-07-30T12:14:38.606005,0.00
2026-07-30T12:14:39.606581,0.00
2026-07-30T12:14:40.607120,0.00
2026-07-30T12:14:41.607550,0.00
2026-07-30T12:14:42.608037,0.00
2026-07-30T12:14:43.608579,0.00
2026-07-30T12:14:44.609124,0.00
2026-07-30T12:14:45.609696,0.00
2026-07-30T12:14:46.610298,0.00
2026-07-30T12:14:47.610682,0.00
2026-07-30T12:14:48.611254,0.00
2026-07-30T12:14:49.611796,0.00
2026-07-30T12:14:50.612337,0.00
2026-07-30T12:14:51.612854,0.00
2026-07-30T12:14:52.613379,0.00
2026-07-30T12:14:53.613794,0.00
2026-07-30T12:14:54.614367,0.00
2026-07-30T12:14:55.614878,0.00
2026-07-30T12:14:56.615435,0.00
2026-07-30T12:14:57.615978,0.00
2026-07-30T12:14:58.616456,0.00
2026-07-30T12:14:59.616969,0.00
2026-07-30T12:15:00.617522,0.00
2026-07-30T12:15:01.617888,0.00
2026-07-30T12:15:02.618446,0.00
2026-07-30T12:15:03.618976,0.00
2026-07-30T12:15:04.619503,0.00
2026-07-30T12:15:05.620055,0.00
2026-07-30T12:15:06.620515,0.00
2026-07-30T12:15:07.620960,0.00
2026-07-30T12:15:08.621492,0.00
2026-07-30T12:15:09.622031,0.00
2026-07-30T12:15:10.622583,0.00
2026-07-30T12:15:11.622971,0.00
2026-07-30T12:15:12.623529,0.00
2026-07-30T12:15:13.624051,0.00
2026-07-30T12:15:14.624532,0.00
2026-07-30T12:15:15.625089,0.00
2026-07-30T12:15:16.625632,0.00
2026-07-30T12:15:17.626054,0.00
2026-07-30T12:15:18.626572,0.00
2026-07-30T12:15:19.627118,0.00
2026-07-30T12:15:20.627625,0.00
2026-07-30T12:15:21.628181,0.00
2026-07-30T12:15:22.628695,0.00
2026-07-30T12:15:23.629172,0.00
2026-07-30T12:15:24.629644,0.00
2026-07-30T12:15:25.630217,0.00
2026-07-30T12:15:26.630860,0.00
2026-07-30T12:15:27.631406,0.00
2026-07-30T12:15:28.631809,0.00
2026-07-30T12:15:29.632322,0.00
2026-07-30T12:15:30.632820,0.00
2026-07-30T12:15:31.633222,0.00
2026-07-30T12:15:32.633810,0.00
2026-07-30T12:15:33.634376,0.00
2026-07-30T12:15:34.634832,0.00
2026-07-30T12:15:35.635264,0.00
2026-07-30T12:15:36.635742,0.00
2026-07-30T12:15:37.636318,0.00
2026-07-30T12:15:38.636711,0.00
2026-07-30T12:15:39.637209,0.00
2026-07-30T12:15:40.637610,0.00
2026-07-30T12:15:41.637975,0.00
2026-07-30T12:15:42.638389,0.00
2026-07-30T12:15:43.638809,0.00
2026-07-30T12:15:44.639180,0.00
2026-07-30T12:15:45.639675,0.00
2026-07-30T12:15:46.640158,0.00
2026-07-30T12:15:47.640661,0.00
2026-07-30T12:15:48.641162,0.00
2026-07-30T12:15:49.641705,0.00
2026-07-30T12:15:50.642283,0.00
2026-07-30T12:15:51.642786,0.00
2026-07-30T12:15:52.643362,0.00
2026-07-30T12:15:53.643913,0.00
2026-07-30T12:15:54.644472,0.00
2026-07-30T12:15:55.644976,0.00
2026-07-30T12:15:56.645509,0.00
2026-07-30T12:15:57.646006,0.00
2026-07-30T12:15:58.646516,0.00
2026-07-30T12:15:59.647025,0.00
2026-07-30T12:16:00.647559,0.00
2026-07-30T12:16:01.648097,0.00
2026-07-30T12:16:02.648613,0.00
2026-07-30T12:16:03.649119,0.00
2026-07-30T12:16:04.649636,0.00
2026-07-30T12:16:05.650123,0.00
2026-07-30T12:16:06.650688,0.00
2026-07-30T12:16:07.651255,0.00
2026-07-30T12:16:08.651648,0.00
2026-07-30T12:16:09.652183,0.00
2026-07-30T12:16:10.652608,0.00
2026-07-30T12:16:11.653012,0.00
2026-07-30T12:16:12.653520,0.00
2026-07-30T12:16:13.654009,0.00
2026-07-30T12:16:14.654528,0.00
2026-07-30T12:16:15.655050,0.00
2026-07-30T12:16:16.655570,0.00
2026-07-30T12:16:17.656009,0.00
2026-07-30T12:16:18.656357,0.00
2026-07-30T12:16:19.656837,0.00
2026-07-30T12:16:20.657385,0.00
2026-07-30T12:16:21.657906,0.00
2026-07-30T12:16:22.658427,0.00
2026-07-30T12:16:23.658884,0.00
2026-07-30T12:16:24.659447,0.00
2026-07-30T12:16:25.659977,0.00
2026-07-30T12:16:26.660481,0.00
2026-07-30T12:16:27.661019,0.00
2026-07-30T12:16:28.661526,0.00
2026-07-30T12:16:29.662056,0.00
2026-07-30T12:16:30.662560,0.00
2026-07-30T12:16:31.662979,0.00
2026-07-30T12:16:32.663473,0.00
2026-07-30T12:16:33.664014,0.00
2026-07-30T12:16:34.664536,0.00
2026-07-30T12:16:35.665063,0.00
2026-07-30T12:16:36.665584,0.00
2026-07-30T12:16:37.666025,0.00
2026-07-30T12:16:38.666484,0.00
2026-07-30T12:16:39.666977,0.00
2026-07-30T12:16:40.667405,0.00
2026-07-30T12:16:41.667810,0.00
2026-07-30T12:16:42.668317,0.00
2026-07-30T12:16:43.668739,0.00
2026-07-30T12:16:44.669221,0.00
2026-07-30T12:16:45.669672,0.00
2026-07-30T12:16:46.670161,0.00
2026-07-30T12:16:47.670758,0.00
2026-07-30T12:16:48.671310,0.00
2026-07-30T12:16:49.671822,0.00
2026-07-30T12:16:50.672357,0.00
2026-07-30T12:16:51.672913,0.00
2026-07-30T12:16:52.673444,0.00
2026-07-30T12:16:53.673812,0.00
2026-07-30T12:16:54.674308,0.00
2026-07-30T12:16:55.674802,0.00
2026-07-30T12:16:56.675330,0.00
2026-07-30T12:16:57.675817,0.00
2026-07-30T12:16:58.676321,0.00
2026-07-30T12:16:59.676842,0.00
2026-07-30T12:17:00.677370,0.00
2026-07-30T12:17:01.677720,0.00
2026-07-30T12:17:02.678275,0.00
2026-07-30T12:17:03.678787,0.00
2026-07-30T12:17:04.679353,0.00
2026-07-30T12:17:05.679899,0.00
2026-07-30T12:17:06.680352,0.00
2026-07-30T12:17:07.680873,0.00
2026-07-30T12:17:08.681419,0.00
2026-07-30T12:17:09.681934,0.00
2026-07-30T12:17:10.682468,0.00
2026-07-30T12:17:11.682998,0.00
2026-07-30T12:17:12.683510,0.00
2026-07-30T12:17:13.684082,0.00
2026-07-30T12:17:14.684568,0.00
2026-07-30T12:17:15.685054,0.00
2026-07-30T12:17:16.685612,0.00
2026-07-30T12:17:17.686136,0.00
2026-07-30T12:17:18.686708,0.00
2026-07-30T12:17:19.687254,0.00
2026-07-30T12:17:20.687777,0.00
2026-07-30T12:17:21.688331,0.00
2026-07-30T12:17:22.688867,0.00
2026-07-30T12:17:23.689373,0.00
2026-07-30T12:17:24.689931,0.00
2026-07-30T12:17:25.690483,0.00
2026-07-30T12:17:26.690958,0.00
2026-07-30T12:17:27.691500,0.00
2026-07-30T12:17:28.692086,0.00
2026-07-30T12:17:29.692614,0.00
2026-07-30T12:17:30.693171,0.00
2026-07-30T12:17:31.693745,0.00
2026-07-30T12:17:32.694302,0.00
2026-07-30T12:17:33.694812,0.00
2026-07-30T12:17:34.695367,0.00
2026-07-30T12:17:35.695779,0.00
2026-07-30T12:17:36.696354,0.00
2026-07-30T12:17:37.696868,0.00
2026-07-30T12:17:38.697400,0.00
2026-07-30T12:17:39.697839,0.00
2026-07-30T12:17:40.698394,0.00
2026-07-30T12:17:41.698800,0.00
2026-07-30T12:17:42.699307,0.00
2026-07-30T12:17:43.699864,0.00
2026-07-30T12:17:44.700395,0.00
