System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-07-30,12:06:07.362,0.02,1.52,0.01,0.37,1.44,6.18,0.57,0.77,0.92,0.0046,0.0004,0.72,0.28,71,1332.75,875.34,3881.14,1.52,12.69,0.02,0.14,3.06,11.28,0.00,51.28,34.39,100.00,0.00,0.00,0.00,7.47,1.17,0.09,
2026-07-30,12:06:08.362,0.01,1.56,0.01,0.32,1.23,5.52,0.54,0.77,0.85,0.0054,0.0005,0.66,0.24,71,1026.45,659.56,3878.29,1.56,12.97,0.01,0.11,2.69,7.71,0.00,53.23,36.37,100.00,0.00,0.00,0.00,6.99,0.69,0.08,
2026-07-30,12:06:09.362,0.01,1.23,0.01,0.24,0.95,4.65,0.57,0.80,0.80,0.0077,0.0009,0.59,0.23,71,602.31,490.88,3881.47,1.23,10.23,0.01,0.06,2.60,8.39,0.00,52.93,36.08,100.00,0.00,0.00,0.00,6.56,0.29,0.08,
2026-07-30,12:06:10.363,0.02,1.43,0.01,0.36,1.42,7.62,0.73,0.73,0.91,0.0056,0.0005,0.77,0.26,71,1364.28,950.83,3880.82,1.43,11.96,0.02,0.15,3.38,10.55,0.00,51.77,34.31,100.00,0.00,0.00,0.00,7.51,1.19,0.07,
2026-07-30,12:06:11.364,0.04,1.74,0.03,0.54,2.11,10.58,1.25,0.71,0.91,0.0031,0.0004,0.98,0.36,71,3449.90,1983.94,3881.14,1.74,14.49,0.04,0.37,4.72,21.38,0.00,40.76,33.14,100.00,0.00,0.00,0.00,10.07,3.68,0.07,
2026-07-30,12:06:12.364,0.01,1.24,0.00,0.26,1.00,4.22,0.61,0.80,0.68,0.0089,0.0013,0.57,0.22,71,475.46,384.35,3879.94,1.24,10.31,0.01,0.05,1.93,3.03,0.00,58.87,36.18,100.00,0.00,0.00,0.00,6.51,0.30,0.08,
2026-07-30,12:06:13.364,0.02,1.84,0.01,0.37,1.46,5.19,0.86,0.79,0.73,0.0037,0.0006,0.62,0.23,71,1402.76,764.16,3878.21,1.84,15.30,0.02,0.15,2.63,3.20,0.00,59.57,34.60,100.00,0.00,0.00,0.00,7.12,0.90,0.08,
2026-07-30,12:06:14.364,0.02,1.86,0.01,0.38,1.47,5.23,0.88,0.78,0.72,0.0037,0.0006,0.62,0.22,71,1414.36,760.01,3877.82,1.86,15.51,0.02,0.15,2.60,4.71,0.00,57.79,34.90,100.00,0.00,0.00,0.00,7.21,0.96,0.08,
2026-07-30,12:06:15.365,0.01,1.20,0.01,0.25,0.99,4.34,0.83,0.81,0.58,0.0083,0.0016,0.60,0.24,71,519.62,434.75,3881.91,1.20,9.96,0.01,0.06,2.21,5.84,0.00,57.01,34.94,100.00,0.00,0.00,0.00,6.63,0.36,0.08,
2026-07-30,12:06:16.365,0.04,2.28,0.02,0.49,1.92,8.84,1.05,0.71,0.80,0.0027,0.0003,0.90,0.30,71,3316.78,1452.00,3877.82,2.28,19.04,0.04,0.36,3.80,16.90,0.00,45.65,33.65,100.00,0.00,0.00,0.00,8.92,2.52,0.08,
2026-07-30,12:06:17.365,0.04,1.71,0.03,0.61,2.38,10.55,1.61,0.69,0.86,0.0031,0.0005,0.90,0.24,70,3406.54,1996.16,3877.99,1.71,14.22,0.04,0.37,4.21,11.01,0.00,51.85,32.92,100.00,0.00,0.00,0.00,9.38,3.19,0.03,
2026-07-30,12:06:18.365,0.01,1.58,0.00,0.28,1.10,2.53,0.36,0.82,0.72,0.0043,0.0006,0.34,0.07,71,589.08,372.10,3880.39,1.58,13.19,0.01,0.06,1.70,2.17,0.00,59.15,36.98,100.00,0.00,0.00,0.00,6.46,0.43,0.02,
2026-07-30,12:06:19.366,0.03,2.33,0.01,0.52,2.01,2.71,0.71,0.82,0.71,0.0014,0.0004,0.34,0.06,71,1972.24,845.24,3881.52,2.33,19.44,0.03,0.21,2.11,3.38,0.00,57.45,37.06,100.00,0.00,0.00,0.00,7.52,1.44,0.02,
2026-07-30,12:06:20.366,0.03,2.30,0.01,0.53,2.05,3.29,0.94,0.80,0.66,0.0015,0.0004,0.40,0.08,71,2149.07,935.96,3879.77,2.30,19.13,0.03,0.23,2.29,1.85,0.00,58.70,37.15,100.00,0.00,0.00,0.00,7.76,1.72,0.02,
2026-07-30,12:06:21.367,0.00,1.28,0.00,0.27,1.07,2.01,0.28,0.83,0.66,0.0061,0.0008,0.29,0.05,71,331.12,259.68,3881.42,1.28,10.63,0.00,0.04,1.22,0.80,0.00,59.51,38.47,100.00,0.00,0.00,0.00,6.23,0.24,0.01,
2026-07-30,12:06:22.367,0.27,2.43,0.11,1.08,4.21,13.02,2.09,0.67,0.88,0.0006,0.0001,1.09,0.40,68,20624.12,8504.21,3877.03,2.43,20.21,0.27,2.22,10.17,3.96,0.00,53.17,32.70,100.00,0.00,0.00,0.00,22.66,16.33,0.06,
2026-07-30,12:06:23.368,0.06,2.13,0.03,0.69,2.70,7.28,2.01,0.86,0.80,0.0015,0.0004,0.81,0.28,67,4774.13,2246.40,3880.00,2.13,17.71,0.06,0.51,4.18,16.59,0.00,50.59,28.64,100.00,0.00,0.00,0.00,13.26,6.83,0.09,
2026-07-30,12:06:24.367,0.10,2.18,0.05,0.91,3.55,3.32,2.40,0.93,0.90,0.0004,0.0003,0.39,0.05,68,7679.00,3530.42,3879.51,2.18,18.13,0.10,0.82,5.00,11.53,0.00,52.41,31.06,100.00,0.00,0.00,0.00,17.65,11.41,0.01,
2026-07-30,12:06:25.368,0.06,2.90,0.02,0.75,2.93,4.92,1.27,0.74,0.78,0.0011,0.0003,0.53,0.08,70,4568.17,1576.98,3881.37,2.90,24.14,0.06,0.49,2.70,6.53,0.00,54.47,36.30,100.00,0.00,0.00,0.00,9.77,3.59,0.01,
2026-07-30,12:06:26.465,0.07,2.37,0.03,0.90,3.53,11.16,1.08,0.67,0.82,0.0019,0.0002,0.82,0.26,50,5730.65,2416.90,3878.96,2.37,19.76,0.07,0.61,3.43,10.00,0.00,52.35,34.22,100.00,0.00,0.00,0.00,11.59,5.27,0.02,
2026-07-30,12:06:27.908,0.44,2.77,0.16,1.23,4.78,26.68,7.17,0.79,0.90,0.0008,0.0002,1.97,0.68,43,35274.69,12753.87,3882.70,2.77,23.05,0.44,3.70,13.11,6.00,0.00,53.67,27.21,100.00,0.00,0.00,0.00,37.62,30.87,0.04,
2026-07-30,12:06:28.373,0.33,2.81,0.12,1.18,4.60,18.18,5.38,0.79,0.91,0.0007,0.0002,1.97,0.66,43,24640.04,8770.18,3892.15,2.81,23.41,0.33,2.71,9.82,4.47,0.00,58.41,27.31,100.00,0.00,0.00,0.00,42.57,35.79,0.01,
2026-07-30,12:06:29.373,0.40,2.83,0.14,1.25,4.89,21.57,5.43,0.80,0.92,0.0007,0.0002,1.88,0.71,44,31244.71,11040.56,3877.33,2.83,23.58,0.40,3.36,11.35,4.41,0.00,56.55,27.69,100.00,0.00,0.00,0.00,41.40,34.65,0.01,
2026-07-30,12:06:30.372,0.16,2.35,0.07,0.67,2.61,44.10,3.29,0.60,0.83,0.0036,0.0003,5.84,4.92,67,12420.15,5279.22,3877.73,2.35,19.61,0.16,1.33,10.17,18.74,0.00,50.85,20.24,100.00,0.00,0.00,0.00,24.28,13.64,3.61,
2026-07-30,12:06:31.373,0.03,2.48,0.01,0.60,2.34,3.42,0.80,0.78,0.82,0.0014,0.0003,0.57,0.23,70,2435.18,982.93,3881.27,2.48,20.65,0.03,0.26,2.11,7.73,0.00,53.88,36.27,100.00,0.00,0.00,0.00,8.31,2.00,0.17,
2026-07-30,12:06:32.374,0.01,1.65,0.00,0.26,1.01,1.56,0.28,0.87,0.73,0.0028,0.0005,0.32,0.02,71,552.16,333.68,3881.79,1.65,13.79,0.01,0.06,1.66,3.37,0.00,57.32,37.65,100.00,0.00,0.00,0.00,6.40,0.36,0.00,
2026-07-30,12:06:33.376,0.09,2.48,0.04,0.58,2.27,22.66,2.09,0.66,0.76,0.0031,0.0003,3.40,2.81,69,7230.72,2921.23,3877.71,2.48,20.63,0.09,0.78,6.46,11.42,0.00,56.69,25.43,100.00,0.00,0.00,0.00,15.68,7.10,2.03,
2026-07-30,12:06:34.374,0.07,2.49,0.03,0.58,2.28,15.38,1.63,0.67,0.71,0.0029,0.0003,2.39,1.89,68,5246.17,2106.57,3878.80,2.49,20.75,0.07,0.56,4.65,16.16,0.00,50.20,28.99,100.00,0.00,0.00,0.00,13.12,5.19,1.44,
2026-07-30,12:06:35.374,0.00,1.21,0.00,0.27,1.06,1.38,0.28,0.88,0.70,0.0042,0.0009,0.31,0.01,71,329.19,271.87,3877.56,1.21,10.09,0.00,0.04,1.29,3.75,0.00,57.48,37.48,100.00,0.00,0.00,0.00,6.29,0.24,0.00,
2026-07-30,12:06:36.375,0.07,2.61,0.03,0.55,2.15,10.34,1.56,0.72,0.70,0.0020,0.0003,1.52,1.05,68,5225.04,2004.85,3877.80,2.61,21.72,0.07,0.56,4.69,6.76,0.00,56.37,32.19,100.00,0.00,0.00,0.00,11.37,4.39,0.74,
2026-07-30,12:06:37.374,0.06,2.30,0.03,0.54,2.11,26.56,1.73,0.65,0.68,0.0054,0.0003,4.10,3.59,70,4943.34,2151.77,3880.62,2.30,19.14,0.06,0.53,5.13,23.23,0.00,48.38,23.26,100.00,0.00,0.00,0.00,15.43,6.01,2.68,
2026-07-30,12:06:38.375,0.04,2.68,0.02,0.58,2.27,2.23,0.95,0.85,0.70,0.0007,0.0003,0.37,0.02,71,3143.75,1174.00,3882.32,2.68,22.32,0.04,0.34,2.60,4.40,0.00,56.82,36.18,100.00,0.00,0.00,0.00,8.37,2.29,0.00,
2026-07-30,12:06:39.375,0.04,2.69,0.01,0.67,2.62,1.79,0.94,0.86,0.70,0.0006,0.0003,0.34,0.01,70,3055.59,1135.25,3879.44,2.69,22.43,0.04,0.33,2.18,3.44,0.00,57.34,37.04,100.00,0.00,0.00,0.00,8.44,2.37,0.00,
2026-07-30,12:06:40.381,0.10,2.28,0.04,0.53,2.08,36.39,2.36,0.63,0.79,0.0048,0.0003,5.28,4.58,58,7631.81,3345.43,3881.03,2.28,19.01,0.10,0.82,8.08,23.22,0.00,48.47,20.24,100.00,0.00,0.00,0.00,19.03,8.71,3.38,
2026-07-30,12:06:41.376,0.04,2.56,0.02,0.57,2.23,3.46,1.01,0.79,0.83,0.0011,0.0003,0.51,0.13,70,3273.68,1278.29,3879.95,2.56,21.34,0.04,0.35,2.88,11.97,0.00,49.70,35.46,100.00,0.00,0.00,0.00,8.81,2.56,0.08,
2026-07-30,12:06:42.378,0.04,2.79,0.02,0.74,2.90,1.55,0.95,0.87,0.71,0.0005,0.0003,0.32,0.01,70,3310.74,1188.13,3881.08,2.79,23.22,0.04,0.36,2.06,2.28,0.00,58.29,37.38,100.00,0.00,0.00,0.00,8.52,2.50,0.00,
2026-07-30,12:06:43.381,0.07,2.41,0.03,0.49,1.92,22.23,1.51,0.66,0.70,0.0042,0.0003,3.36,2.83,66,5246.31,2175.12,3880.15,2.41,20.10,0.07,0.56,5.69,10.12,0.00,57.47,26.71,100.00,0.00,0.00,0.00,13.85,5.17,2.09,
2026-07-30,12:06:44.378,0.07,2.56,0.03,0.60,2.34,15.39,1.71,0.68,0.59,0.0027,0.0003,2.33,1.82,71,5627.76,2201.53,3878.51,2.56,21.30,0.07,0.60,4.74,8.35,0.00,58.42,28.49,100.00,0.00,0.00,0.00,13.16,5.37,1.39,
2026-07-30,12:06:45.377,0.06,2.61,0.02,0.74,2.90,5.31,1.24,0.72,0.58,0.0012,0.0003,0.58,0.07,70,4474.53,1712.04,3877.82,2.61,21.78,0.06,0.48,2.97,13.85,0.00,48.33,34.86,100.00,0.00,0.00,0.00,9.85,3.68,0.00,
2026-07-30,12:06:46.380,0.05,2.32,0.02,0.44,1.70,11.80,1.02,0.69,0.85,0.0031,0.0003,1.64,1.15,66,3814.35,1643.72,3880.97,2.32,19.34,0.05,0.41,4.85,15.12,0.00,48.37,31.66,100.00,0.00,0.00,0.00,10.22,3.18,0.75,
2026-07-30,12:06:47.379,0.21,2.69,0.08,0.60,2.32,34.59,3.70,0.65,0.78,0.0021,0.0002,4.57,3.75,70,16155.46,6010.97,3880.27,2.69,22.40,0.21,1.74,13.01,25.12,0.00,42.60,19.27,100.00,0.00,0.00,0.00,22.28,12.78,2.64,
2026-07-30,12:06:48.380,0.01,1.47,0.01,0.34,1.33,2.55,0.41,0.83,0.76,0.0041,0.0007,0.38,0.04,58,622.35,424.38,3878.90,1.47,12.22,0.01,0.07,1.61,2.34,0.00,59.61,36.43,100.00,0.00,0.00,0.00,6.52,0.47,0.00,
2026-07-30,12:06:49.379,0.05,2.90,0.02,0.74,2.89,1.63,1.17,0.89,0.35,0.0004,0.0003,0.34,0.02,70,4046.19,1392.88,3878.32,2.90,24.21,0.05,0.43,2.43,5.51,0.00,56.49,35.57,100.00,0.00,0.00,0.00,9.32,3.21,0.00,
2026-07-30,12:06:50.379,0.19,2.57,0.07,0.63,2.44,37.90,3.76,0.64,0.68,0.0025,0.0003,5.40,4.56,68,14923.97,5808.12,3879.99,2.57,21.41,0.19,1.60,11.96,21.15,0.00,49.37,17.51,100.00,0.00,0.00,0.00,23.52,13.18,3.37,
2026-07-30,12:06:51.380,0.01,1.26,0.00,0.30,1.17,2.25,0.40,0.85,0.62,0.0053,0.0010,0.40,0.08,71,422.41,334.02,3882.42,1.26,10.54,0.01,0.05,1.43,2.29,0.00,59.68,36.60,100.00,0.00,0.00,0.00,6.56,0.48,0.04,
2026-07-30,12:06:52.380,0.05,2.68,0.02,0.71,2.78,2.33,1.11,0.85,0.79,0.0006,0.0003,0.37,0.03,70,3941.48,1468.02,3878.71,2.68,22.37,0.05,0.42,2.65,4.18,0.00,56.75,36.42,100.00,0.00,0.00,0.00,9.12,3.03,0.00,
2026-07-30,12:06:53.381,0.11,2.59,0.04,0.66,2.58,21.03,2.33,0.67,0.73,0.0026,0.0003,3.41,2.85,67,8194.72,3166.21,3881.54,2.59,21.57,0.11,0.88,6.16,12.53,0.00,56.12,25.20,100.00,0.00,0.00,0.00,16.50,7.70,2.15,
2026-07-30,12:06:54.382,0.03,2.18,0.01,0.47,1.83,13.45,0.89,0.66,0.68,0.0056,0.0004,2.18,1.80,70,2407.81,1103.56,3878.28,2.18,18.18,0.03,0.26,3.04,13.01,0.00,52.45,31.51,100.00,0.00,0.00,0.00,10.63,2.85,1.37,
2026-07-30,12:06:55.381,0.06,2.64,0.02,0.78,3.05,4.61,1.26,0.74,0.83,0.0009,0.0003,0.52,0.05,70,4985.85,1890.95,3876.95,2.64,21.97,0.06,0.54,3.12,14.44,0.00,46.55,35.90,100.00,0.00,0.00,0.00,10.09,3.92,0.00,
2026-07-30,12:06:56.380,0.08,2.68,0.03,0.72,2.81,9.05,1.61,0.72,0.77,0.0015,0.0003,1.47,1.08,69,5852.49,2187.26,3877.24,2.68,22.30,0.08,0.63,3.92,9.88,0.00,52.90,33.30,100.00,0.00,0.00,0.00,12.11,5.01,0.82,
2026-07-30,12:06:57.381,0.07,2.36,0.03,0.55,2.16,28.21,1.57,0.61,0.74,0.0050,0.0003,4.20,3.59,70,5649.33,2395.76,3880.91,2.36,19.65,0.07,0.61,5.58,23.12,0.00,45.07,26.22,100.00,0.00,0.00,0.00,16.10,6.56,2.75,
2026-07-30,12:06:58.382,0.06,2.87,0.02,0.79,3.07,1.84,1.26,0.86,0.78,0.0004,0.0003,0.34,0.02,70,4615.52,1606.12,3881.21,2.87,23.95,0.06,0.50,2.63,4.08,0.00,56.51,36.78,100.00,0.00,0.00,0.00,9.54,3.47,0.00,
2026-07-30,12:06:59.383,0.00,1.28,0.00,0.28,1.09,1.06,0.23,0.90,0.71,0.0034,0.0007,0.29,0.01,71,313.50,245.45,3881.77,1.28,10.64,0.00,0.03,1.13,2.44,0.00,58.37,38.07,100.00,0.00,0.00,0.00,6.26,0.26,0.00,
2026-07-30,12:07:00.384,0.14,2.66,0.05,0.68,2.64,31.05,2.69,0.63,0.77,0.0029,0.0003,4.93,4.42,69,10681.79,4011.37,3882.79,2.66,22.19,0.14,1.15,7.64,20.25,0.00,48.01,24.10,100.00,0.00,0.00,0.00,21.34,10.62,3.76,
2026-07-30,12:07:01.384,0.07,2.91,0.02,0.80,3.12,2.61,1.39,0.82,0.45,0.0005,0.0003,0.42,0.07,70,5177.84,1780.29,3879.60,2.91,24.24,0.07,0.56,2.86,10.97,0.00,50.36,35.80,100.00,0.00,0.00,0.00,10.39,4.21,0.04,
2026-07-30,12:07:02.385,0.00,1.36,0.00,0.29,1.13,1.62,0.25,0.85,0.74,0.0042,0.0007,0.34,0.02,71,384.84,282.69,3881.44,1.36,11.34,0.00,0.04,1.26,6.37,0.00,54.50,37.87,100.00,0.00,0.00,0.00,6.44,0.38,0.00,
2026-07-30,12:07:03.390,0.12,2.80,0.04,0.69,2.71,21.95,2.42,0.65,0.61,0.0023,0.0003,3.39,2.91,69,9465.36,3375.47,3881.16,2.80,23.37,0.12,1.02,6.26,13.48,0.00,51.67,28.60,100.00,0.00,0.00,0.00,17.68,8.71,2.37,
2026-07-30,12:07:04.385,0.11,2.87,0.04,0.75,2.91,15.05,2.16,0.67,0.56,0.0017,0.0002,2.24,1.74,69,8668.97,3021.46,3878.01,2.87,23.91,0.11,0.93,5.22,13.56,0.00,50.96,30.26,100.00,0.00,0.00,0.00,15.98,8.10,1.42,
2026-07-30,12:07:05.387,0.00,1.27,0.00,0.27,1.07,1.23,0.24,0.89,0.73,0.0038,0.0007,0.29,0.01,71,326.72,257.41,3885.30,1.27,10.58,0.00,0.04,1.21,2.30,0.00,58.89,37.60,100.00,0.00,0.00,0.00,6.28,0.28,0.00,
2026-07-30,12:07:06.388,0.10,2.86,0.03,0.74,2.90,10.37,1.94,0.70,0.50,0.0014,0.0003,1.63,1.21,60,7483.58,2614.66,3881.03,2.86,23.85,0.10,0.80,4.54,4.60,0.00,57.48,33.38,100.00,0.00,0.00,0.00,13.54,6.39,0.90,
2026-07-30,12:07:07.388,0.06,2.39,0.03,0.51,1.98,24.90,1.33,0.63,0.75,0.0052,0.0003,3.89,3.38,70,4769.01,1998.74,3879.36,2.39,19.88,0.06,0.51,5.07,18.69,0.00,46.54,29.70,100.00,0.00,0.00,0.00,14.92,5.34,2.87,
2026-07-30,12:07:08.388,0.07,2.92,0.03,0.73,2.84,2.16,1.53,0.86,0.74,0.0004,0.0003,0.37,0.02,71,5666.62,1940.80,3879.52,2.92,24.33,0.07,0.61,3.43,2.65,0.00,58.30,35.61,100.00,0.00,0.00,0.00,10.23,4.17,0.00,
2026-07-30,12:07:09.388,0.08,3.00,0.03,0.86,3.36,1.79,1.60,0.88,0.34,0.0003,0.0003,0.34,0.01,70,6045.91,2017.17,3878.00,3.00,24.98,0.08,0.65,3.02,4.01,0.00,56.85,36.12,100.00,0.00,0.00,0.00,10.95,4.86,0.00,
2026-07-30,12:07:10.389,0.09,2.42,0.04,0.54,2.11,33.69,1.83,0.63,0.76,0.0047,0.0003,5.18,4.54,70,7149.56,2951.18,3880.62,2.42,20.19,0.09,0.77,7.02,16.89,0.00,49.85,26.24,100.00,0.00,0.00,0.00,18.22,7.76,3.57,
2026-07-30,12:07:11.390,0.09,2.84,0.03,0.73,2.86,4.58,1.83,0.77,0.59,0.0007,0.0003,0.51,0.08,71,6820.52,2398.20,3883.06,2.84,23.70,0.09,0.73,4.22,13.01,0.00,48.06,34.71,100.00,0.00,0.00,0.00,11.69,5.54,0.01,
2026-07-30,12:07:12.390,0.08,3.00,0.03,0.88,3.42,1.78,1.61,0.88,0.33,0.0003,0.0003,0.34,0.01,69,6024.86,2007.81,3878.16,3.00,25.01,0.08,0.65,2.95,4.15,0.00,56.70,36.19,100.00,0.00,0.00,0.00,10.94,4.89,0.00,
2026-07-30,12:07:13.393,0.07,2.39,0.03,0.49,1.92,22.90,1.40,0.65,0.74,0.0043,0.0003,3.51,2.96,67,5270.76,2200.92,3880.80,2.39,19.96,0.07,0.57,5.76,12.95,0.00,54.25,27.03,100.00,0.00,0.00,0.00,14.31,5.52,2.19,
2026-07-30,12:07:14.392,0.11,2.86,0.04,0.72,2.80,12.99,2.27,0.69,0.51,0.0016,0.0003,2.02,1.59,70,8320.10,2905.41,3881.90,2.86,23.86,0.11,0.89,5.21,10.73,0.00,53.64,30.41,100.00,0.00,0.00,0.00,15.04,7.45,1.22,
2026-07-30,12:07:15.391,0.00,1.26,0.00,0.28,1.10,1.16,0.21,0.89,0.74,0.0037,0.0007,0.29,0.01,71,314.32,248.85,3877.68,1.26,10.53,0.00,0.03,1.14,2.75,0.00,57.72,38.39,100.00,0.00,0.00,0.00,6.29,0.28,0.00,
2026-07-30,12:07:16.393,0.12,2.76,0.04,0.67,2.62,13.67,2.23,0.69,0.59,0.0015,0.0002,1.87,1.27,67,9022.53,3274.10,3877.14,2.76,22.96,0.12,0.97,6.27,8.05,0.00,55.95,29.72,100.00,0.00,0.00,0.00,14.74,7.48,0.93,
2026-07-30,12:07:17.393,0.13,2.54,0.05,0.63,2.45,27.72,2.85,0.65,0.83,0.0028,0.0003,4.05,3.39,70,9734.85,3825.82,3883.38,2.54,21.20,0.13,1.04,7.85,19.37,0.00,53.18,19.60,100.00,0.00,0.00,0.00,18.96,9.28,2.91,
2026-07-30,12:07:18.393,0.00,1.22,0.00,0.27,1.05,1.69,0.29,0.86,0.70,0.0049,0.0008,0.33,0.02,71,346.95,284.55,3880.08,1.22,10.16,0.00,0.04,1.36,5.86,0.00,55.23,37.54,100.00,0.00,0.00,0.00,6.42,0.34,0.00,
2026-07-30,12:07:19.393,0.06,2.70,0.02,0.78,3.02,1.86,1.11,0.86,0.86,0.0004,0.0003,0.34,0.01,71,4352.48,1610.16,3877.76,2.70,22.53,0.06,0.47,2.68,2.44,0.00,58.26,36.62,100.00,0.00,0.00,0.00,9.20,3.16,0.00,
2026-07-30,12:07:20.392,0.26,2.76,0.10,0.58,2.26,42.13,4.27,0.64,0.77,0.0021,0.0002,5.77,4.81,68,20416.63,7405.77,3877.14,2.76,22.97,0.26,2.19,16.50,19.90,0.00,48.63,14.97,100.00,0.00,0.00,0.00,25.93,15.50,3.48,
2026-07-30,12:07:21.393,0.01,1.64,0.00,0.28,1.11,1.66,0.26,0.86,0.75,0.0030,0.0005,0.34,0.04,71,550.44,335.53,3881.48,1.64,13.67,0.01,0.06,1.52,3.82,0.00,57.77,36.89,100.00,0.00,0.00,0.00,6.48,0.41,0.02,
2026-07-30,12:07:22.394,0.07,2.90,0.02,0.85,3.33,1.71,1.34,0.86,0.76,0.0003,0.0003,0.33,0.01,70,5210.13,1797.60,3881.80,2.90,24.15,0.07,0.56,2.72,4.31,0.00,56.06,36.92,100.00,0.00,0.00,0.00,10.03,3.96,0.00,
2026-07-30,12:07:23.394,0.11,2.57,0.04,0.52,2.04,24.57,1.98,0.66,0.68,0.0030,0.0002,3.66,3.04,66,8167.97,3178.09,3880.54,2.57,21.42,0.11,0.88,7.83,12.88,0.00,55.29,24.00,100.00,0.00,0.00,0.00,15.98,7.16,2.21,
2026-07-30,12:07:24.394,0.09,2.67,0.03,0.73,2.83,13.46,2.02,0.69,0.81,0.0019,0.0003,2.06,1.60,71,7163.60,2680.16,3877.48,2.67,22.27,0.09,0.77,4.76,12.00,0.00,53.84,29.40,100.00,0.00,0.00,0.00,13.72,6.14,1.21,
2026-07-30,12:07:25.394,0.08,2.95,0.03,0.79,3.07,2.65,1.70,0.84,0.44,0.0004,0.0003,0.39,0.03,70,6142.16,2081.86,3877.74,2.95,24.59,0.08,0.66,3.41,5.21,0.00,55.41,35.97,100.00,0.00,0.00,0.00,10.94,4.84,0.00,
2026-07-30,12:07:26.395,0.03,2.17,0.01,0.45,1.75,9.70,0.74,0.70,0.70,0.0047,0.0004,1.61,1.24,69,2059.19,948.41,3881.54,2.17,18.09,0.03,0.22,2.72,7.57,0.00,55.96,33.76,100.00,0.00,0.00,0.00,9.42,2.19,0.95,
2026-07-30,12:07:27.396,0.13,2.66,0.05,0.70,2.73,25.54,2.79,0.65,0.71,0.0026,0.0003,3.91,3.32,70,9759.12,3668.95,3881.57,2.66,22.17,0.13,1.05,6.76,18.61,0.00,48.06,26.57,100.00,0.00,0.00,0.00,18.63,9.35,2.57,
2026-07-30,12:07:28.396,0.07,2.94,0.02,0.85,3.31,1.76,1.39,0.87,0.35,0.0003,0.0003,0.34,0.01,69,5434.14,1846.22,3878.12,2.94,24.53,0.07,0.58,2.80,6.28,0.00,54.54,36.38,100.00,0.00,0.00,0.00,10.43,4.32,0.00,
2026-07-30,12:07:29.397,0.00,1.30,0.00,0.28,1.10,1.09,0.18,0.88,0.78,0.0036,0.0006,0.29,0.01,70,304.27,234.55,3880.86,1.30,10.81,0.00,0.03,1.07,3.60,0.00,57.05,38.28,100.00,0.00,0.00,0.00,6.30,0.27,0.00,
2026-07-30,12:07:30.397,0.15,2.68,0.06,0.69,2.69,33.94,3.33,0.64,0.60,0.0028,0.0003,5.21,4.53,70,11956.56,4461.64,3879.73,2.68,22.33,0.15,1.28,8.33,19.08,0.00,51.70,20.89,100.00,0.00,0.00,0.00,22.22,11.84,3.46,
2026-07-30,12:07:31.396,0.00,1.29,0.00,0.28,1.10,1.41,0.19,0.85,0.79,0.0044,0.0006,0.32,0.03,70,319.92,247.51,3876.07,1.29,10.77,0.00,0.03,1.13,8.69,0.00,51.83,38.35,100.00,0.00,0.00,0.00,6.36,0.26,0.01,
2026-07-30,12:07:32.396,0.07,2.99,0.03,0.87,3.38,1.72,1.44,0.87,0.38,0.0003,0.0002,0.33,0.01,70,5803.12,1942.70,3877.77,2.99,24.89,0.07,0.62,2.89,1.89,0.00,58.24,36.98,100.00,0.00,0.00,0.00,10.57,4.53,0.00,
2026-07-30,12:07:33.397,0.13,2.76,0.05,0.70,2.74,23.18,2.69,0.66,0.63,0.0023,0.0003,3.52,2.95,67,10038.76,3640.88,3881.64,2.76,22.98,0.13,1.08,6.67,13.82,0.00,52.64,26.87,100.00,0.00,0.00,0.00,18.20,9.16,2.44,
2026-07-30,12:07:34.398,0.03,2.23,0.01,0.48,1.86,12.36,0.80,0.66,0.73,0.0051,0.0003,1.97,1.58,70,2405.16,1077.30,3881.58,2.23,18.60,0.03,0.26,2.91,13.33,0.00,50.89,32.87,100.00,0.00,0.00,0.00,10.35,2.73,1.24,
2026-07-30,12:07:35.397,0.07,2.92,0.02,0.83,3.25,1.84,1.43,0.86,0.75,0.0003,0.0003,0.34,0.01,71,5517.45,1886.57,3877.71,2.92,24.37,0.07,0.59,2.92,3.11,0.00,57.21,36.77,100.00,0.00,0.00,0.00,10.23,4.19,0.00,
