System,System,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,Socket 0,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Core C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,SKT0 Package C-State,Proc Energy (Joules),Power Plane 0 Energy (Joules),Power Plane 1 Energy (Joules),
Date,Time,EXEC,IPC,FREQ,AFREQ,CFREQ,L3MISS,L2MISS,L3HIT,L2HIT,L3MPI,L2MPI,READ,WRITE,TEMP,INST,ACYC,TIME(ticks),PhysIPC,PhysIPC%,INSTnom,INSTnom%,C0res%,C1res%,C3res%,C6res%,C7res%,C0res%,C2res%,C4res%,C6res%,SKT0,SKT0,SKT0,
2026-07-30,12:24:45.659,0.07,3.16,0.02,1.00,3.90,1.27,1.48,0.87,0.23,0.0002,0.0003,0.24,0.01,70,5637.86,1783.69,3877.85,3.16,26.34,0.07,0.61,2.30,0.22,0.00,60.05,37.44,100.00,0.00,0.00,0.00,10.29,4.39,0.00,
2026-07-30,12:24:46.659,0.07,3.12,0.02,0.97,3.78,1.33,1.51,0.88,0.21,0.0002,0.0003,0.24,0.01,70,5533.59,1775.73,3877.50,3.12,25.97,0.07,0.59,2.36,0.18,0.00,60.36,37.10,100.00,0.00,0.00,0.00,10.27,4.37,0.00,
2026-07-30,12:24:47.660,0.00,1.47,0.00,0.32,1.24,0.82,0.24,0.90,0.53,0.0031,0.0009,0.21,0.01,71,262.68,178.29,3881.70,1.47,12.28,0.00,0.03,0.72,0.70,0.00,59.59,38.99,100.00,0.00,0.00,0.00,6.15,0.24,0.00,
2026-07-30,12:24:48.660,0.07,2.96,0.02,0.87,3.41,2.27,1.56,0.84,0.72,0.0004,0.0003,0.30,0.02,51,5701.08,1924.84,3879.08,2.96,24.68,0.07,0.61,2.84,4.16,0.00,56.96,36.04,100.00,0.00,0.00,0.00,10.56,4.56,0.00,
2026-07-30,12:24:49.660,0.00,0.81,0.00,0.27,1.07,1.40,0.26,0.85,0.93,0.0073,0.0013,0.23,0.02,71,192.08,238.35,3877.73,0.81,6.72,0.00,0.02,1.12,8.62,0.00,51.96,38.31,100.00,0.00,0.00,0.00,6.22,0.20,0.00,
2026-07-30,12:24:50.661,0.08,2.72,0.03,0.94,3.67,16.30,1.65,0.46,0.53,0.0026,0.0003,1.08,0.28,60,6198.20,2281.36,3880.77,2.72,22.64,0.08,0.67,3.13,4.24,0.00,56.13,36.51,100.00,0.00,0.00,0.00,11.27,5.21,0.00,
2026-07-30,12:24:51.661,0.17,3.54,0.05,1.12,4.36,15.83,3.11,0.51,0.54,0.0012,0.0002,1.51,0.47,70,13122.48,3704.11,3878.94,3.54,29.52,0.17,1.41,4.27,6.13,0.00,54.11,35.49,100.00,0.00,0.00,0.00,17.59,11.27,0.00,
2026-07-30,12:24:52.661,0.00,1.55,0.00,0.33,1.30,0.75,0.21,0.89,0.55,0.0030,0.0008,0.20,0.01,71,255.33,164.41,3877.63,1.55,12.94,0.00,0.03,0.64,0.22,0.00,59.96,39.19,100.00,0.00,0.00,0.00,6.11,0.23,0.00,
2026-07-30,12:24:53.661,0.07,3.16,0.02,1.00,3.91,1.34,1.47,0.86,0.22,0.0002,0.0003,0.24,0.01,70,5605.55,1773.42,3879.87,3.16,26.34,0.07,0.60,2.28,0.18,0.00,59.95,37.58,100.00,0.00,0.00,0.00,10.27,4.37,0.00,
2026-07-30,12:24:54.661,0.07,3.15,0.02,1.02,3.96,1.33,1.44,0.86,0.21,0.0002,0.0003,0.24,0.01,70,5549.23,1761.05,3879.50,3.15,26.26,0.07,0.60,2.23,0.13,0.00,59.81,37.82,100.00,0.00,0.00,0.00,10.23,4.33,0.00,
2026-07-30,12:24:55.661,0.00,1.51,0.00,0.32,1.26,0.66,0.17,0.90,0.62,0.0026,0.0007,0.19,0.01,71,256.37,169.58,3877.37,1.51,12.60,0.00,0.03,0.68,0.20,0.00,59.85,39.27,100.00,0.00,0.00,0.00,6.09,0.21,0.00,
2026-07-30,12:24:56.662,0.08,2.93,0.03,0.96,3.73,3.57,1.83,0.77,0.35,0.0006,0.0003,0.40,0.02,71,5849.74,1999.14,3881.85,2.93,24.38,0.08,0.63,2.70,0.14,0.00,59.58,37.59,100.00,0.00,0.00,0.00,10.66,4.72,0.00,
2026-07-30,12:24:57.663,0.00,1.50,0.00,0.32,1.27,0.84,0.21,0.89,0.57,0.0031,0.0008,0.20,0.01,71,268.62,179.67,3881.21,1.50,12.46,0.00,0.03,0.71,0.14,0.00,59.86,39.28,100.00,0.00,0.00,0.00,6.11,0.22,0.00,
2026-07-30,12:24:58.662,0.07,3.17,0.02,1.01,3.93,1.22,1.44,0.87,0.21,0.0002,0.0003,0.23,0.01,71,5560.15,1755.43,3877.61,3.17,26.39,0.07,0.60,2.24,0.14,0.00,59.87,37.75,100.00,0.00,0.00,0.00,10.25,4.37,0.00,
2026-07-30,12:24:59.662,0.07,3.17,0.02,1.02,3.97,1.22,1.48,0.87,0.20,0.0002,0.0003,0.23,0.01,71,5611.36,1768.04,3877.94,3.17,26.45,0.07,0.60,2.24,0.11,0.00,59.87,37.78,100.00,0.00,0.00,0.00,10.29,4.39,0.00,
2026-07-30,12:25:00.662,0.00,1.58,0.00,0.33,1.30,0.98,0.16,0.84,0.66,0.0039,0.0006,0.22,0.02,71,253.64,160.68,3879.29,1.58,13.15,0.00,0.03,0.62,0.48,0.00,59.48,39.43,100.00,0.00,0.00,0.00,6.12,0.23,0.01,
2026-07-30,12:25:01.662,0.07,3.15,0.02,0.99,3.86,1.43,1.45,0.85,0.25,0.0003,0.0003,0.25,0.01,71,5617.05,1784.72,3877.59,3.15,26.23,0.07,0.60,2.32,1.03,0.00,59.05,37.60,100.00,0.00,0.00,0.00,10.27,4.34,0.00,
2026-07-30,12:25:02.663,0.07,3.16,0.02,1.01,3.95,1.24,1.46,0.87,0.21,0.0002,0.0003,0.23,0.01,70,5563.01,1761.19,3879.96,3.16,26.32,0.07,0.60,2.24,0.35,0.00,59.55,37.86,100.00,0.00,0.00,0.00,10.29,4.38,0.00,
2026-07-30,12:25:03.663,0.00,1.50,0.00,0.32,1.25,0.76,0.18,0.89,0.63,0.0029,0.0007,0.20,0.01,71,263.29,175.13,3879.76,1.50,12.53,0.00,0.03,0.70,0.17,0.00,59.93,39.20,100.00,0.00,0.00,0.00,6.12,0.23,0.00,
2026-07-30,12:25:04.663,0.07,3.17,0.02,1.01,3.94,1.23,1.45,0.87,0.21,0.0002,0.0003,0.23,0.01,71,5567.32,1757.83,3877.79,3.17,26.39,0.07,0.60,2.24,0.12,0.00,59.86,37.79,100.00,0.00,0.00,0.00,10.23,4.34,0.00,
2026-07-30,12:25:05.664,0.00,1.56,0.00,0.38,1.48,1.16,0.26,0.84,0.61,0.0032,0.0007,0.23,0.01,60,358.08,229.76,3881.43,1.56,12.99,0.00,0.04,0.78,0.24,0.00,59.82,39.16,100.00,0.00,0.00,0.00,6.25,0.35,0.00,
2026-07-30,12:25:06.664,0.07,3.20,0.02,1.00,3.88,1.70,1.40,0.84,0.26,0.0003,0.0002,0.25,0.02,71,5606.06,1753.68,3879.31,3.20,26.64,0.07,0.60,2.27,0.41,0.00,59.56,37.76,100.00,0.00,0.00,0.00,10.29,4.37,0.00,
2026-07-30,12:25:07.665,0.07,3.15,0.02,0.97,3.80,1.37,1.50,0.87,0.22,0.0002,0.0003,0.25,0.01,70,5614.50,1782.62,3882.04,3.15,26.25,0.07,0.60,2.36,0.42,0.00,59.64,37.57,100.00,0.00,0.00,0.00,10.36,4.42,0.00,
2026-07-30,12:25:08.666,0.00,1.52,0.00,0.33,1.29,0.71,0.19,0.90,0.61,0.0028,0.0007,0.20,0.01,71,254.89,167.22,3881.41,1.52,12.70,0.00,0.03,0.65,0.13,0.00,59.90,39.32,100.00,0.00,0.00,0.00,6.16,0.27,0.00,
2026-07-30,12:25:09.666,0.07,3.17,0.02,1.01,3.93,1.20,1.47,0.88,0.21,0.0002,0.0003,0.23,0.01,71,5636.39,1776.62,3879.57,3.17,26.44,0.07,0.61,2.28,0.17,0.00,59.98,37.58,100.00,0.00,0.00,0.00,10.37,4.46,0.00,
2026-07-30,12:25:10.667,0.07,3.13,0.02,1.00,3.90,1.73,1.44,0.82,0.33,0.0003,0.0003,0.27,0.01,70,5583.84,1781.84,3882.72,3.13,26.11,0.07,0.60,2.29,0.15,0.00,59.83,37.73,100.00,0.00,0.00,0.00,10.39,4.47,0.00,
2026-07-30,12:25:11.667,0.00,1.53,0.00,0.33,1.27,0.80,0.18,0.88,0.61,0.0031,0.0007,0.20,0.01,71,259.54,169.22,3877.49,1.53,12.78,0.00,0.03,0.67,0.20,0.00,59.91,39.23,100.00,0.00,0.00,0.00,6.11,0.22,0.00,
2026-07-30,12:25:12.668,0.07,3.17,0.02,1.02,3.99,1.15,1.43,0.87,0.23,0.0002,0.0003,0.23,0.01,71,5557.93,1751.42,3882.42,3.17,26.44,0.07,0.60,2.21,0.11,0.00,59.77,37.92,100.00,0.00,0.00,0.00,10.27,4.36,0.00,
2026-07-30,12:25:13.668,0.01,1.81,0.01,0.47,1.82,2.31,0.44,0.79,0.91,0.0024,0.0005,0.30,0.02,56,960.44,529.35,3879.05,1.81,15.12,0.01,0.10,1.46,4.92,0.00,55.80,37.82,100.00,0.00,0.00,0.00,6.89,0.86,0.00,
2026-07-30,12:25:14.669,0.07,3.21,0.02,1.01,3.94,0.89,1.26,0.90,0.21,0.0002,0.0002,0.21,0.01,71,5062.21,1575.55,3881.94,3.21,26.77,0.07,0.54,2.01,0.17,0.00,59.76,38.06,100.00,0.00,0.00,0.00,9.96,4.06,0.00,
2026-07-30,12:25:15.669,0.07,3.16,0.02,0.98,3.83,1.25,1.49,0.88,0.22,0.0002,0.0003,0.23,0.01,71,5568.84,1764.30,3879.82,3.16,26.30,0.07,0.60,2.32,0.20,0.00,59.86,37.62,100.00,0.00,0.00,0.00,10.34,4.43,0.00,
2026-07-30,12:25:16.670,0.00,1.52,0.00,0.32,1.24,0.80,0.21,0.89,0.57,0.0030,0.0008,0.21,0.01,71,263.45,173.17,3880.88,1.52,12.68,0.00,0.03,0.70,0.88,0.00,59.34,39.08,100.00,0.00,0.00,0.00,6.15,0.23,0.00,
2026-07-30,12:25:17.670,0.07,3.16,0.02,0.98,3.83,1.36,1.49,0.87,0.21,0.0002,0.0003,0.24,0.01,71,5594.20,1773.08,3878.19,3.16,26.29,0.07,0.60,2.33,0.18,0.00,60.09,37.41,100.00,0.00,0.00,0.00,10.32,4.42,0.00,
2026-07-30,12:25:18.669,0.08,2.99,0.03,0.88,3.45,2.21,1.59,0.83,0.71,0.0004,0.0003,0.29,0.02,70,5816.79,1948.41,3875.97,2.99,24.88,0.08,0.63,2.84,7.34,0.00,52.83,36.98,100.00,0.00,0.00,0.00,10.76,4.78,0.00,
2026-07-30,12:25:19.669,0.01,1.24,0.00,0.35,1.36,1.67,0.26,0.83,0.93,0.0042,0.0007,0.25,0.02,71,393.01,315.83,3877.63,1.24,10.37,0.01,0.04,1.17,10.22,0.00,50.86,37.76,100.00,0.00,0.00,0.00,6.49,0.47,0.00,
2026-07-30,12:25:20.669,0.07,3.15,0.02,0.99,3.88,1.13,1.45,0.89,0.22,0.0002,0.0003,0.23,0.01,71,5559.26,1765.54,3880.13,3.15,26.24,0.07,0.60,2.29,0.19,0.00,59.86,37.66,100.00,0.00,0.00,0.00,10.32,4.42,0.00,
2026-07-30,12:25:21.670,0.13,3.18,0.04,0.99,3.85,29.98,2.28,0.37,0.70,0.0030,0.0002,2.38,0.76,51,9965.23,3134.65,3881.46,3.18,26.49,0.13,1.07,4.09,8.65,0.00,51.66,35.60,100.00,0.00,0.00,0.00,15.88,9.45,0.00,
2026-07-30,12:25:22.670,0.05,3.10,0.02,0.92,3.58,0.80,0.95,0.90,0.72,0.0002,0.0003,0.20,0.01,71,3687.80,1190.19,3878.72,3.10,25.82,0.05,0.40,1.67,0.17,0.00,59.64,38.51,100.00,0.00,0.00,0.00,8.61,2.73,0.00,
2026-07-30,12:25:23.670,0.06,3.06,0.02,0.93,3.63,1.34,1.32,0.87,0.71,0.0003,0.0003,0.24,0.01,71,5009.23,1635.32,3877.72,3.06,25.53,0.06,0.54,2.26,0.21,0.00,59.55,37.98,100.00,0.00,0.00,0.00,9.64,3.73,0.00,
2026-07-30,12:25:24.671,0.00,1.55,0.00,0.33,1.30,0.69,0.17,0.90,0.64,0.0025,0.0006,0.19,0.01,71,274.77,177.50,3881.95,1.55,12.90,0.00,0.03,0.69,0.14,0.00,59.85,39.33,100.00,0.00,0.00,0.00,6.13,0.25,0.00,
2026-07-30,12:25:25.671,0.07,3.17,0.02,0.98,3.82,1.30,1.41,0.87,0.23,0.0002,0.0003,0.24,0.01,71,5426.72,1712.10,3877.88,3.17,26.41,0.07,0.58,2.25,0.19,0.00,59.98,37.58,100.00,0.00,0.00,0.00,10.16,4.26,0.00,
2026-07-30,12:25:26.671,0.07,3.18,0.02,1.02,3.98,1.10,1.43,0.88,0.22,0.0002,0.0003,0.22,0.01,70,5542.13,1744.00,3879.74,3.18,26.48,0.07,0.60,2.20,0.11,0.00,59.78,37.91,100.00,0.00,0.00,0.00,10.26,4.36,0.00,
2026-07-30,12:25:27.672,0.00,1.50,0.00,0.33,1.27,0.76,0.19,0.89,0.61,0.0030,0.0007,0.20,0.01,71,255.99,170.58,3879.03,1.50,12.51,0.00,0.03,0.67,0.15,0.00,59.77,39.41,100.00,0.00,0.00,0.00,6.11,0.23,0.00,
2026-07-30,12:25:28.672,0.07,3.14,0.02,0.97,3.79,1.29,1.47,0.88,0.23,0.0002,0.0003,0.23,0.01,71,5581.50,1777.53,3879.53,3.14,26.17,0.07,0.60,2.36,0.18,0.00,59.84,37.63,100.00,0.00,0.00,0.00,10.33,4.42,0.00,
2026-07-30,12:25:29.672,0.04,3.02,0.01,0.86,3.37,1.17,0.94,0.86,0.31,0.0004,0.0003,0.23,0.01,51,3307.95,1095.33,3878.19,3.02,25.17,0.04,0.36,1.63,0.38,0.00,59.73,38.26,100.00,0.00,0.00,0.00,8.48,2.57,0.00,
2026-07-30,12:25:30.672,0.03,3.07,0.01,0.85,3.33,0.72,0.69,0.90,0.31,0.0003,0.0003,0.20,0.01,71,2551.42,830.84,3880.60,3.07,25.59,0.03,0.27,1.26,0.13,0.00,59.84,38.77,100.00,0.00,0.00,0.00,7.95,2.08,0.00,
2026-07-30,12:25:31.672,0.07,3.16,0.02,1.00,3.89,1.33,1.46,0.87,0.22,0.0002,0.0003,0.24,0.01,70,5583.02,1765.30,3878.23,3.16,26.36,0.07,0.60,2.28,0.17,0.00,59.99,37.56,100.00,0.00,0.00,0.00,10.28,4.38,0.00,
2026-07-30,12:25:32.673,0.00,1.45,0.00,0.32,1.24,0.67,0.17,0.89,0.62,0.0026,0.0007,0.19,0.01,71,251.92,173.94,3879.70,1.45,12.07,0.00,0.03,0.70,0.13,0.00,59.80,39.37,100.00,0.00,0.00,0.00,6.14,0.25,0.00,
2026-07-30,12:25:33.673,0.07,3.16,0.02,0.99,3.84,1.27,1.46,0.87,0.22,0.0002,0.0003,0.23,0.01,71,5527.83,1750.77,3880.10,3.16,26.31,0.07,0.59,2.29,0.21,0.00,60.11,37.39,100.00,0.00,0.00,0.00,10.27,4.36,0.00,
2026-07-30,12:25:34.673,0.07,3.15,0.02,1.00,3.89,1.26,1.45,0.87,0.22,0.0002,0.0003,0.23,0.01,70,5524.57,1753.81,3877.88,3.15,26.25,0.07,0.59,2.27,0.11,0.00,59.82,37.81,100.00,0.00,0.00,0.00,10.25,4.35,0.00,
2026-07-30,12:25:35.672,0.00,1.53,0.00,0.32,1.25,0.78,0.18,0.88,0.63,0.0030,0.0007,0.20,0.01,71,262.98,172.20,3877.72,1.53,12.73,0.00,0.03,0.69,0.19,0.00,59.73,39.39,100.00,0.00,0.00,0.00,6.12,0.23,0.00,
2026-07-30,12:25:36.673,0.07,3.13,0.02,0.98,3.81,1.31,1.47,0.87,0.23,0.0002,0.0003,0.24,0.01,71,5577.40,1779.88,3881.66,3.13,26.11,0.07,0.60,2.35,0.45,0.00,59.54,37.66,100.00,0.00,0.00,0.00,10.34,4.42,0.00,
2026-07-30,12:25:37.674,0.06,3.08,0.02,0.94,3.65,1.21,1.17,0.87,0.26,0.0003,0.0003,0.23,0.01,51,4308.18,1399.09,3881.54,3.08,25.66,0.06,0.46,1.92,1.36,0.00,58.88,37.83,100.00,0.00,0.00,0.00,9.32,3.36,0.00,
2026-07-30,12:25:38.674,0.02,2.73,0.01,0.64,2.49,0.99,0.45,0.88,0.46,0.0007,0.0003,0.21,0.01,71,1479.62,541.25,3877.24,2.73,22.78,0.02,0.16,1.09,0.20,0.00,59.88,38.82,100.00,0.00,0.00,0.00,7.06,1.16,0.00,
2026-07-30,12:25:39.674,0.07,3.15,0.02,1.00,3.89,1.19,1.41,0.87,0.23,0.0002,0.0003,0.23,0.01,54,5488.67,1741.52,3879.04,3.15,26.26,0.07,0.59,2.25,0.15,0.00,59.63,37.98,100.00,0.00,0.00,0.00,10.19,4.29,0.00,
2026-07-30,12:25:40.675,0.00,1.01,0.00,0.25,0.99,0.44,0.09,0.92,0.74,0.0043,0.0009,0.17,0.00,71,103.68,102.23,3881.39,1.01,8.45,0.00,0.01,0.52,0.15,0.00,59.67,39.66,100.00,0.00,0.00,0.00,5.97,0.10,0.00,
2026-07-30,12:25:41.675,0.07,3.16,0.02,1.00,3.91,1.22,1.41,0.87,0.25,0.0002,0.0003,0.23,0.01,71,5513.53,1744.18,3877.62,3.16,26.34,0.07,0.59,2.25,0.25,0.00,59.80,37.70,100.00,0.00,0.00,0.00,10.25,4.35,0.00,
2026-07-30,12:25:42.674,0.07,3.16,0.02,1.00,3.91,1.24,1.41,0.86,0.25,0.0002,0.0003,0.23,0.01,70,5557.36,1755.99,3876.09,3.16,26.37,0.07,0.60,2.26,0.13,0.00,59.68,37.93,100.00,0.00,0.00,0.00,10.28,4.39,0.00,
2026-07-30,12:25:43.674,0.01,1.36,0.00,0.33,1.27,1.85,0.24,0.81,0.83,0.0044,0.0006,0.27,0.02,71,423.43,311.79,3879.13,1.36,11.32,0.01,0.05,1.24,12.73,0.00,47.81,38.22,100.00,0.00,0.00,0.00,6.54,0.48,0.00,
2026-07-30,12:25:44.674,0.07,3.13,0.02,0.98,3.83,1.72,1.42,0.83,0.29,0.0003,0.0002,0.26,0.01,70,5698.86,1821.32,3878.16,3.13,26.07,0.07,0.61,2.39,0.25,0.00,59.49,37.88,100.00,0.00,0.00,0.00,10.40,4.48,0.00,
2026-07-30,12:25:45.674,0.07,3.15,0.02,1.00,3.89,1.20,1.35,0.86,0.25,0.0002,0.0003,0.23,0.01,51,5288.29,1678.57,3877.07,3.15,26.25,0.07,0.57,2.17,0.18,0.00,59.86,37.79,100.00,0.00,0.00,0.00,10.05,4.14,0.00,
2026-07-30,12:25:46.675,0.01,2.08,0.00,0.44,1.70,0.92,0.21,0.86,0.77,0.0016,0.0004,0.21,0.01,70,572.36,274.97,3882.36,2.08,17.35,0.01,0.06,0.81,1.40,0.00,58.79,39.00,100.00,0.00,0.00,0.00,6.43,0.48,0.00,
2026-07-30,12:25:47.675,0.07,3.13,0.02,0.98,3.83,1.19,1.40,0.88,0.25,0.0002,0.0003,0.23,0.01,70,5475.19,1749.82,3877.64,3.13,26.07,0.07,0.59,2.30,0.16,0.00,59.86,37.68,100.00,0.00,0.00,0.00,10.25,4.34,0.00,
2026-07-30,12:25:48.675,0.01,1.22,0.00,0.34,1.33,1.64,0.24,0.84,0.94,0.0040,0.0006,0.25,0.02,71,406.73,333.63,3878.87,1.22,10.16,0.01,0.04,1.26,2.85,0.00,57.84,38.04,100.00,0.00,0.00,0.00,6.43,0.49,0.00,
2026-07-30,12:25:49.676,0.07,2.99,0.02,0.90,3.52,2.14,1.50,0.82,0.72,0.0004,0.0003,0.29,0.03,70,5611.90,1878.64,3881.08,2.99,24.89,0.07,0.60,2.68,16.32,0.00,44.18,36.82,100.00,0.00,0.00,0.00,10.74,4.61,0.00,
2026-07-30,12:25:50.676,0.07,3.16,0.02,1.00,3.89,1.35,1.40,0.85,0.27,0.0002,0.0003,0.24,0.01,70,5514.00,1744.88,3879.77,3.16,26.33,0.07,0.59,2.25,0.23,0.00,59.54,37.98,100.00,0.00,0.00,0.00,10.25,4.35,0.00,
2026-07-30,12:25:51.676,0.01,1.15,0.01,0.59,2.32,12.84,0.19,0.38,0.89,0.0173,0.0003,0.87,0.25,59,741.61,645.76,3878.38,1.15,9.57,0.01,0.08,1.40,3.26,0.00,56.57,38.76,100.00,0.00,0.00,0.00,7.06,1.05,0.00,
2026-07-30,12:25:52.676,0.17,3.51,0.05,1.13,4.41,19.37,3.13,0.45,0.59,0.0014,0.0002,1.79,0.54,70,13569.42,3868.87,3878.34,3.51,29.23,0.17,1.46,4.41,3.97,0.00,55.95,35.67,100.00,0.00,0.00,0.00,17.91,11.57,0.00,
2026-07-30,12:25:53.677,0.07,3.16,0.02,0.99,3.88,1.31,1.41,0.86,0.26,0.0002,0.0003,0.24,0.01,67,5525.36,1748.00,3882.15,3.16,26.34,0.07,0.59,2.27,0.23,0.00,59.77,37.73,100.00,0.00,0.00,0.00,10.26,4.35,0.00,
2026-07-30,12:25:54.677,0.00,1.61,0.00,0.34,1.34,0.79,0.11,0.85,0.79,0.0031,0.0004,0.20,0.01,70,256.46,159.03,3878.10,1.61,13.44,0.00,0.03,0.60,0.12,0.00,59.67,39.61,100.00,0.00,0.00,0.00,6.13,0.25,0.00,
2026-07-30,12:25:55.678,0.07,3.18,0.02,0.99,3.88,1.18,1.37,0.87,0.28,0.0002,0.0002,0.23,0.01,70,5506.93,1733.61,3883.21,3.18,26.47,0.07,0.59,2.25,0.21,0.00,59.52,38.03,100.00,0.00,0.00,0.00,10.21,4.32,0.00,
2026-07-30,12:25:56.678,0.00,1.65,0.00,0.35,1.35,0.64,0.10,0.87,0.78,0.0026,0.0004,0.19,0.00,71,249.10,151.14,3878.04,1.65,13.73,0.00,0.03,0.56,0.12,0.00,59.58,39.74,100.00,0.00,0.00,0.00,6.09,0.22,0.00,
2026-07-30,12:25:57.679,0.07,3.16,0.02,0.98,3.83,1.17,1.38,0.88,0.29,0.0002,0.0002,0.23,0.01,70,5526.29,1746.91,3881.30,3.16,26.36,0.07,0.59,2.29,0.15,0.00,59.69,37.87,100.00,0.00,0.00,0.00,10.25,4.35,0.00,
2026-07-30,12:25:58.679,0.07,3.17,0.02,0.98,3.82,1.20,1.37,0.87,0.28,0.0002,0.0003,0.23,0.01,71,5440.39,1718.04,3880.10,3.17,26.39,0.07,0.58,2.26,0.16,0.00,59.51,38.07,100.00,0.00,0.00,0.00,10.19,4.29,0.00,
2026-07-30,12:25:59.679,0.00,1.52,0.00,0.33,1.29,0.69,0.11,0.88,0.79,0.0027,0.0004,0.19,0.01,71,254.12,167.18,3879.36,1.52,12.67,0.00,0.03,0.65,0.16,0.00,59.69,39.50,100.00,0.00,0.00,0.00,6.12,0.24,0.00,
2026-07-30,12:26:00.679,0.07,3.18,0.02,1.01,3.93,1.58,1.37,0.82,0.28,0.0003,0.0003,0.26,0.02,71,5449.27,1714.60,3877.91,3.18,26.48,0.07,0.59,2.20,0.75,0.00,58.98,38.07,100.00,0.00,0.00,0.00,10.23,4.30,0.01,
2026-07-30,12:26:01.680,0.07,3.20,0.02,1.02,3.97,1.14,1.38,0.87,0.24,0.0002,0.0003,0.23,0.01,69,5462.97,1707.52,3881.68,3.20,26.66,0.07,0.59,2.16,0.11,0.00,59.86,37.86,100.00,0.00,0.00,0.00,10.14,4.25,0.00,
2026-07-30,12:26:02.680,0.00,1.62,0.00,0.34,1.33,0.63,0.12,0.89,0.77,0.0025,0.0005,0.19,0.01,71,258.89,159.39,3878.01,1.62,13.54,0.00,0.03,0.60,0.12,0.00,59.76,39.51,100.00,0.00,0.00,0.00,6.11,0.24,0.00,
2026-07-30,12:26:03.680,0.07,3.20,0.02,1.02,3.98,1.03,1.37,0.88,0.25,0.0002,0.0003,0.22,0.01,70,5443.05,1698.67,3877.53,3.20,26.70,0.07,0.58,2.15,0.13,0.00,59.89,37.83,100.00,0.00,0.00,0.00,10.13,4.24,0.00,
2026-07-30,12:26:04.680,0.01,1.83,0.00,0.42,1.64,1.44,0.16,0.82,0.88,0.0028,0.0003,0.24,0.02,71,512.07,279.44,3879.44,1.83,15.27,0.01,0.05,0.86,0.20,0.00,60.23,38.71,100.00,0.00,0.00,0.00,6.43,0.51,0.00,
2026-07-30,12:26:05.680,0.07,3.13,0.02,0.94,3.66,1.26,1.46,0.89,0.27,0.0002,0.0003,0.24,0.01,71,5477.08,1751.76,3877.71,3.13,26.06,0.07,0.59,2.41,0.26,0.00,60.96,36.37,100.00,0.00,0.00,0.00,10.26,4.34,0.00,
2026-07-30,12:26:06.681,0.07,3.16,0.02,0.97,3.80,1.16,1.45,0.89,0.25,0.0002,0.0003,0.23,0.01,70,5472.03,1732.47,3881.92,3.16,26.32,0.07,0.59,2.29,0.22,0.00,60.83,36.66,100.00,0.00,0.00,0.00,10.22,4.30,0.00,
2026-07-30,12:26:07.681,0.01,1.76,0.01,0.45,1.77,4.83,0.54,0.69,0.91,0.0045,0.0005,0.51,0.09,71,1083.51,616.96,3879.69,1.76,14.64,0.01,0.12,1.75,1.42,0.00,59.58,37.25,100.00,0.00,0.00,0.00,7.04,1.03,0.01,
2026-07-30,12:26:08.682,0.06,2.97,0.02,0.96,3.75,1.20,1.14,0.86,0.87,0.0003,0.0003,0.23,0.01,71,4435.20,1494.08,3881.61,2.97,24.74,0.06,0.48,2.00,0.13,0.00,59.28,38.60,100.00,0.00,0.00,0.00,9.03,3.12,0.00,
2026-07-30,12:26:09.682,0.06,3.00,0.02,1.01,3.94,0.97,1.13,0.87,0.86,0.0002,0.0003,0.22,0.01,69,4421.50,1472.64,3877.87,3.00,25.02,0.06,0.48,1.88,0.14,0.00,59.42,38.55,100.00,0.00,0.00,0.00,9.00,3.12,0.00,
2026-07-30,12:26:10.681,0.00,1.60,0.00,0.38,1.46,1.12,0.12,0.81,0.84,0.0039,0.0004,0.22,0.01,71,290.22,181.88,3877.79,1.60,13.30,0.00,0.03,0.63,0.20,0.00,59.50,39.67,100.00,0.00,0.00,0.00,6.14,0.26,0.00,
2026-07-30,12:26:11.682,0.06,2.94,0.02,0.95,3.70,1.13,1.14,0.87,0.86,0.0003,0.0003,0.23,0.01,71,4415.93,1500.20,3881.37,2.94,24.53,0.06,0.47,2.04,0.30,0.00,59.25,38.41,100.00,0.00,0.00,0.00,9.02,3.11,0.00,
2026-07-30,12:26:12.683,0.00,1.64,0.00,0.35,1.38,0.55,0.14,0.90,0.76,0.0022,0.0005,0.18,0.00,71,252.29,154.14,3879.72,1.64,13.64,0.00,0.03,0.56,0.12,0.00,60.12,39.20,100.00,0.00,0.00,0.00,6.09,0.21,0.00,
2026-07-30,12:26:13.683,0.06,2.74,0.02,0.83,3.25,2.13,1.22,0.82,0.90,0.0005,0.0003,0.29,0.02,71,4545.78,1656.96,3881.64,2.74,22.86,0.06,0.49,2.56,13.42,0.00,47.27,36.75,100.00,0.00,0.00,0.00,9.39,3.32,0.00,
2026-07-30,12:26:14.683,0.07,3.18,0.02,1.01,3.95,1.20,1.44,0.88,0.24,0.0002,0.0003,0.23,0.01,69,5503.23,1733.25,3877.65,3.18,26.46,0.07,0.59,2.21,0.47,0.00,60.81,36.52,100.00,0.00,0.00,0.00,10.18,4.28,0.00,
